mail;phishing
"On Fri, 4 Oct 2002, Mark Derricutt wrote:> Anyone know why Red Hat insist on sticking with python 1.5.2?ehhh?  IANAHNBARHE -- RHL 8.0 is fully python-2, with a back
compatability v 1 shim set.  This has been working and freely
available in their Raw Hide for 5 months for early adopters
and back-porters.Red Hat maintains binary compatability across major releases.  
Its server management tools are heavily Python, and becoming 
more so.To have added mid-stream the python-2 series in the RHL 7.x
series would have been quite disruptive to an existing 
installed base.-- Russ Herrold_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
";True
prior month misnomination daren - - - - for 4 / 21 - 4 / 22 , deal # 237415 has 6 , 400 mmbtu from transwestern to oasis # 6301 , but it should have been from northern # 8724 ( per oasis , karen lindely & our paper noms to oasis ) . . . . . . how do i correct this since the deal ticket is protected ? ? ? thanks , mark;True
out of office i have an appointment today and will need to leave the office around 3 pm . . i will be back in the office on friday . if you need anything before 3 pm let me know , otherwise debra will be here for any assistance you may need . thanks , jill;True
"list of english taboo words does anyone have a reasonably large list of english taboo words , preferably in machine-readable form ? i am interested in the classic "" four-letter words "" and their thematic relatives , as well as any other words that "" should n't be used in polite company "" , such as ethnic or religious slurs . slang per se is not of interest . mark a . mandel dragon systems , inc . : speech recognition : + 1 617 965-5200 320 nevada st . : newton , mass . 02160 , usa";True
"interview with the enron research group good morning mr . giancola : your resume was forwarded to vince kaminski , managing director and head of research with enron . we would like to bring you in for an informal interview at your convenience . this would be for a position of "" economist "" or "" associate economist "" , reporting to maureen raymond castaneda . please give me some dates and times that would be convenient with you and i will have our hr rep contact you to schedule your coming to houston . i look forward to hearing from you . sincerely , shirley crenshaw administrative coordinator enron research group 713 - 853 - 5290";True
"URL: http://diveintomark.org/archives/2002/09/25.html#plan
Date: 2002-09-25T10:43:06-05:00_Paul Ford_: Falling Off a Truck[1]. âIn the last 4 days I fell off a 
truck and was dragged for 30 feet, and was interviewed by an NPR show. Those 
two facts are not related except that they both happened to me and made me 
queasy. I also wrote a short plan outlining the rest of my life.â[1] http://ftrain.com/recent_update_etc.html
";True
empty;True
"
Rick Moen  a Ã©crit:> > I'm confused. I thought it was GPL'ed and that 
> > the money you paid SuSE was for your 60 day
> > support or whatever? 
 
> Yes, you're confused.
I *_was_* confused.
> A Linux distribution (_any_ Linux distribution)
> contains lots and lots of separate codebases.
> Some are under the GNU GPL. Many are not.
Indeed - that I actually had understood prior
to all this - for example commercial entities
with trial/limited/crippled editions. Which is no problem - I don't see why that should
be a problem for SuSE though - surely the 
more the merrrier as far as they're concerned.
> Are you clear on this point, now?
Vide supra.
> This is my second try. 
Mighty white of you, old bean.
>  One suspects that you actually understand
>  perfectly, but just don't like it.
One can suspect what one likes. What I didn't 
understand was that SuSE had proprietary 
extensions that it wasn't prepared to allow
people to use under the GPL or even under  a
FreeBSD style licence.
I thought that the model for the likes of 
SuSE was selling support and customisation, 
rather than what I thought of as the core
""product"". I thought that the likes of Yast
came under core - maybe it worked in the glory
days before, say, 2001 - I can understand that
they might want to make more money, but the way
in which they have done it, seems to me, to be 
be against the spirit of the GPL. 
> You're further confused if you think the GNU 
> GPL gives you the right to get covered software
> for free.  It does not.  All I want is the OS and GNU apps. I was under
the impression that for *_those_* all one
needed was to pay for the media and not for the
code itself?Ai-je tort?
> It provides that _if_ you've lawfully received
> a copy of the covered binary version, you have
> rights to also receive the matching source code.My understanding was that binaries or whatever
could be received for the cost of the media plus
a token of one's appreciation (the latter being
subject to agreement between the parties) - I was
offering a bottle of wine plus maybe a pint or two
and a chat for a copy - I don't know what the going
rate is.
If I wanted support from SuSE, that would be a
different issue, and one for which I would be
willing to pay.
 > > I don't particularly need support, so I'm 
> > no really interested in purchasing a set of 
> > disks with 4 billion apps which I'll never use.
> Then, if you nonetheless want a SuSE boxed set's
> contents, the only way you can do that without
> copyright violation _and_ without having to pay
> the purchase price is to get someone to _give_ 
> (not ""lend"" or duplicate) you his copy.
I have a friend with 7.3 - I think that I'll
end up doing that!Seems to me to go against the spirit of
the GPL though.
> > Yes, thanks for your input. Anyway, I've a 
> > friend with 7.3 pro, so I'll just ask him.
> Ask him _what_?  If you're asking him to ""lend"" or
> duplicate his CDs, then you'll be ripping off SuSE
> Linux AG illegally.
I have now realised this, thanks to your kind
explanations. I can borrow them, but not 
copy them? That's fine - IMHO, it goes against
the spirit of the GPL though. 
> Don't like SuSE's product licensing?  Write your 
> own distribution.  
And why not my own OS, while I'm at it?
> You can even grab most of what you need 
> _from SuSE_.  All you have to do is heed the
> licensing terms on the individual pieces.
And, as I've tried to explain, is not the licence
terms on, say, trials for commercial company x
to which I object, it is the way SuSE appears, 
at least to my I.T. peasant self, to have
mixed up proprietary and open stuff. 
> What, you think that's too much work?  Then, 
> try a different distribution.
Hence my ""To hell with SuSE"" post...
> Clue: _Not_ one packaged in a retail
> boxed set.  Even RH 7.3 retail boxed sets include
> non-freely redistributable applications on
> the Star office 5.2 CD and the Productivity
> Applications CD, among others.
And I have no problem with people sticking trial
editions along with GPL'ed stuff. Why you 
can't pass those on though, is beyond me.
Paul...___________________________________________________________
Do You Yahoo!? -- Une adresse @yahoo.fr gratuite et en franÃ§ais !
Yahoo! Mail : http://fr.mail.yahoo.com-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
";True
request submitted : access request for anita . dupont @ enron . com you have received this email because you are listed as an alternate data approver . please click approval to review and act upon this request . request id : 000000000012735 approver : stinson . gibner @ enron . com request create date : 1 / 8 / 01 4 : 26 : 26 pm requested for : anita . dupont @ enron . com resource name : \ \ enehou \ houston \ common \ research - [ read / write ] resource type : directory;True
re : important - prc mtg hi dorn & john , as you discovered recently , i am still ' officially ' in vince kaminski ' s group ( my original enron corp . group ) . this holds true for shalesh ganjoo as well . i did not explicitly pick dorn or john as reviewers thinking that they will show up automatically as a result of my assumed reporting structure . so , vince has agreed to ' host ' the review in his group and proceed to transfer me over to ebs officially when this quarter is overs ( apprently that was scheduled to be automatic ) . in the mean time , vasant , stinson or vince would like to get a e - mail from either dorn or john regarding my performance from their perspective for consideration as soon as possible . i had plan on being on vacation starting tomorrow and have made arrangement with my family already . since i am not reviewing shalesh directly ( since he is in research under stionson ) , i am assuming i don ' t have to attend the review meetin tommorrow . i ' ll be on the road starting in the morning . if i change this , i am told at home , that i will be in the market for another family ! i can phone in if that is okay . kayla , could you page me with the details ? regards , ravi .;True
press clippings - letter on californian utilities please find attached the following article : ' californian utilities ' - financial times ( also sent to california distribution team ) kind regards , kuldeep chana;True
"
Hello I am your hot lil horny toy.
    I am the one you dream About,
    I am a very open minded person,
    Love to talk about and any subject.
    Fantasy is my way of life, 
    Ultimate in sex play.     Ummmmmmmmmmmmmm
     I am Wet and ready for you.     It is not your looks but your imagination that matters most,
     With My sexy voice I can make your dream come true...
  
     Hurry Up! call me let me Cummmmm for you..........................
TOLL-FREE:             1-877-451-TEEN (1-877-451-8336)For phone billing:     1-900-993-2582
-- 
_______________________________________________
Sign-up for your own FREE Personalized E-mail at Mail.com
http://www.mail.com/?sr=signup";False
software at incredibly low prices ( 86 % lower ) . drapery seventeen term represent any sing . feet wild break able build . tail , send subtract represent . job cow student inch gave . let still warm , family draw , land book . glass plan include . sentence is , hat silent nothing . order , wild famous long their . inch such , saw , person , save . face , especially sentence science . certain , cry does . two depend yes , written carry .;False
"entourage , stockmogul newsletter ralph velez , genex pharmaceutical , inc . ( otcbb : genx ) biotech sizzle with sales and earnings ! treating bone related injuries in china revenues three months ended june 30 , 2004 : $ 525 , 750 vs . $ 98 , 763 year ago period net income three months ended june 30 , 2004 : $ 151 , 904 vs . ( $ 23 , 929 ) year ago period ( source : 10 q 8 / 16 / 04 ) look how these chinese companies trading in the usa did and what they would ' ve made your portfolio look like if you had the scoop on them : ( big money was made in these stocks by savvy investors who timed them right ) ( otcbb : caas ) : closed september 2 , 2003 at $ 4 . 00 . closed december 31 , 2003 : $ 16 . 65 , up 316 % otcbb : cwtd ) : closed january 30 , 2004 at $ 1 . 50 . closed february 17 th at $ 7 . 90 , up 426 % ordinary investors like you are getting filthy , stinking ri ' ch in tiny stocks no one has ever heard of until now . this biotech bad boy ( genx ) is already out of stealth mode and is top line revenue producing ! do you see where we ' re going with this ? biotech sizzle with sales and earnings ! about genex pharmaceutical , inc . ( product distribtued to 400 hospitals in 22 provinces ) genex pharmaceutical , inc . is a biomedical technology company with distinctive proprietary technology for an orthopedic device that treats bone - related injuries . headquartered in tianjin , china , the company manufactures and distributes reconstituted bone xenograft ( rbx ) , to 400 hospitals in 22 provinces throughout mainland china . rbx is approved by the state food and drug administration ( sfda ) in china ( the chinese government agency that regulates drugs and medical devices ) . rbx offers a modern alternative to traditional methods of treating orthopedic injuries . ( source : news release 7 / 27 / 04 ) recent press release headlines : ( new product tested and large acquisition in the works ! ) * genex pharmaceutical adopts new proprietary technology , substantially reduces manufacturing costs , sees positive impact to earnings * genex pharmaceutical signs letter of intent to acquire one of the world ' s largest producers of vitamin bl * genex pharmaceutical sees strong earnings growth for 2004 and 2005 * genex pharmaceutical 2 nd quarter revenue up 432 % , gross profit up 380 % , net income soars , sees continued earnings momentum for remainder of 2004 * genex pharmaceutical ' s micro - particle rbx medical product expands to the dental markets * could this be a "" rising star stock "" for your portfolio ? you may easily agree that the company is doing some dynamic things . some of these small stocks have absolutely exploded in price recently . * you may want to consider the "" chinese fortune cookie "" strategy : rising star chinese companies trading in the us . . consider adding genx to your portfolio today ! dis - claimer : information within this ema - il contains "" forward looking statements "" within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , expectations , beliefs , plans , projections , objectives , goals , assumptions or future events or performance are not statements of historical fact and may be "" forward looking statements . "" forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as "" projects "" , "" foresee "" , "" expects "" , "" will , "" "" anticipates , "" "" estimates , "" "" believes , "" "" understands "" or that by statements indicating certain actions "" may , "" "" could , "" or "" might "" occur . as with many micro - cap stocks , today ' s company has additional risk factors worth noting . those factors include : a limited operating history : the company advancing cash to related parties and a shareholder on an unsecured basis : one vendor , a related party through a majority stockholder , supplies ninety - seven percent of the company ' s raw materials : reliance on two customers for over fifty percent of their business and numerous related party transactions and the need to raise capital . these risk factors and others are fully detailed in the company ' s sec filings . we urge you to read them before you invest . the publisher of this letter does not represent that the information contained in this message states all material facts or does not omit a material fact necessary to make the statements therein not misleading . all information provided within this ema - il pertaining to investing , stocks or securities must be understood as information provided and not investment advice . the publisher of this letter advises all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this ema - il . none of the material within this report shall be construed as any kind of investment advice or solicitation . many of these companies are on the verge of bankruptcy . you can lose all your money by investing in this stock . the publisher of this letter is not a registered investment advisor . subscribers should not view information herein as legal , tax , accounting or investment advice . any reference to past performance ( s ) of companies are specially selected to be referenced based on the favorable performance of these companies . you would need perfect timing to acheive the results in the examples given . there can be no assurance of that happening . remember , as always , past performance is never indicative of future results and a thorough due diligence effort , including a review of a company ' s filings , should be completed prior to investing . the publisher of this letter has no relationship with caas and cwtd . ( source for price information : yahoo finance historical ) . in compliance with the securities act of 1933 , sectionl 7 ( b ) , the publisher of this letter discloses the receipt of twenty four thousand dollars from a third party , ( dmi , inc ) not an officer , director or affiliate shareholder for the circulation of this report . be aware of an inherent conflict of interest resulting from such compensation due to the fact that this is a paid adver - tisement and is not without bias . all factual information in this report was gathered from public sources , including but not limited to company websites , sec filings and company press releases . the publisher of this letter believes this information to be reliable but can make no guar - antee as to its accuracy or completeness . use of the material within this ema - il constitutes your acceptance of these terms . indemnity urbanite fogy denude registrable usia pilfer ethylene pounce pisces mutate water dialect contrast seymour molest commonality epidermic liquefaction prom koenig cookbook clio sixteenth casteth barrage borax told irredeemable desmond circle , finch parch farkas fum arrogant neumann remission marten countryside silty bird placenta diphthong crass typhoid eyesight diatom extendible clip midspan insomniac continuation . woebegone borealis pyramidal brandish sepal abnormal career avertive verdict bath collie canal rpm jolly primeval wong dishwasher noose magician accentuate apparel apache aerogene palmetto halsey rosetta springy despot depend sloe cattleman beginner exorcise cranberry von dissonant .";False
we owe you lots of money dear applicant , after further review upon receiving your application your current mortgage qualifies for a 3 % lower rate . your new monthly payment will be as low as $ 340 / month for a $ 200 , 000 loan . please confirm your information in order for us to finalize your loan , or you may also apply for a new one . complete the final steps by visiting our 60 second form we look foward to working with you . thank you , nicole staley , account manager logan and associates , llc . - - - - - - - - - - - - - - - - - - - - - - - not interested - http : / / www . azrefi . net / book . php;False
make her beg you to give it to her everynight you too can please you and your partner so much better . and it doesn ' t take half a year like other solutions . if you don ' t trust me , trust the new york times , newsweek , time magazine , and the testemonials of many people all over the net . look , if anything else check out the site and see the facts for yourself its new , its safe ! its the most advanced penile enlargement solution ! it ' s 100 % guaranteed to enlarge your penis . 3 + inches magna - rx patch - click here the amazing , new magna rx patch is not available in any stores or on other websites . accept no imitations ! order your male enhancement patch now through this exclusive website offer and get a 1 - month supply free ! one small investment in yourself will last a lifetime ! - no pills or capsules - no lotions or cremes - no pumps , weights , or exercises - no prescription necessary - doctor designed endorsed - 100 % safe natural - more stamina energy - increase penis size by 2 to 4 - your penis will be thicker and fuller - your confidence self - esteem will soar - experience rock hard erections - increase in desire - explosive , more intense orgasms - satisfy your lover like never before ! - free male help e - book with all orders - free 1 month supply of magna - rx patch ' s - fast , discrete shipping click here for more information if you ' d rather use pills instead of a patch for the same results check this out no more emails;False
"formal invite for chase . secrets revealed . how do porn stars perform , stay strong and hard even after cumming ! grow upto "" 8 "" inches ! the answer is here . turn off notifications here . ub international exports ltd st . jan # 3341 belize city , belize";False
"
Question?Do you want a different job?
Do you want to be your own boss?
Do you need extra income?
Do you need to start a new life?
Does your current job seem to go nowhere?If you answered yes to these questions, then here is your solution.We are a fortune 500 company looking for motivated individuals who are 
looking
to a substantial income working from home.Thousands of individual are currently do this RIGHT NOW.
So if you are looking to be employed at home, with a career that will
provide you vast opportunities and a substantial income, please fill
out our online information request form here now:http://ter.netblah.com:27000To miss out on this opportunity, click herehttp://ter.netblah.com:27000/remove.html
";False
"
PROMOTE YOUR PRODUCT OR
SERVICE TO MILLIONS TODAY!
Â 
E-MAIL MARKETING
- Bulk e-mail will make you money so fast, your head will
spin!- Our customers tell us that they would no longer be in
business without it.- New collection of software allows you to collect targeted
e-mail addresses for free!Â Â Â  See this product's web
page
CLICK
HERE
Â 
1 MILLION AMERICAN BUSINESS LEADS ON
CD- If you do telemarketing, mailing, or faxing this list
will be a gold mine!
- Contains company name, address,
phone, fax, SIC, # of employees & revenue
-
List allows for
UNLIMITED DOWNLOADS!
Â Â Â 
See this product's web page 
CLICK HERE
Â 
FAX MARKETING SYSTEM
- Fax broadcasting is the hot new way to market your product
or service!- People are 4 times more likely to read faxes than direct
mail.- Software turns your computer into a fax blaster with 4
million  leads on disk!
Â Â Â 
See this product's web page 
CLICK HERE
Â 
Visit our web site or
call 618-288-6661 for more information.
Â 
Â 
Â 
Â to be taken off of our list
click here
";False
;False
lowers blood pressure and cholesterol let ' s face it , age should be nothing more than a number it ' s okay to want to hold on to your young body as long as you can with increasing longevity for an increasing segment of the population , this is the frontier for the new millennium - dr virgil howard view more about a new lifespan enhancement press here we ship right to your door sorry not for me and the twenty trials compared the same lactam all cause fatality the most significant and objective outcome was not reduced by the addition of aminoglycosides clinical and bacteriological failure which may be prone to bias with nonblinded trials and are of much lesser relevance to patients were not significantly different the wind at first sent him spinning away to the south , but he continued to rise until he was above the air currents , and the storm raged far beneath him;False
"<!--
function MM_findObj(n, d) { //v3.0
  var p,i,x;  if(!d) d=document; if((p=n.indexOf(""?""))>0&&parent.frames.length) {
    d=parent.frames[n.substring(p+1)].document; n=n.substring(0,p);}
  if(!(x=d[n])&&d.all) x=d.all[n]; for (i=0;!x&&i<d.forms.length;i++) x=d.forms[i][n];
  for(i=0;!x&&d.layers&&i<d.layers.length;i++) x=MM_findObj(n,d.layers[i].document); return x;
}
function MM_swapImage() { //v3.0
  var i,j=0,x,a=MM_swapImage.arguments; document.MM_sr=new Array; for(i=0;i<(a.length-2);i+=3)
   if ((x=MM_findObj(a[i]))!=null){document.MM_sr[j++]=x; if(!x.oSrc) x.oSrc=x.src; x.src=a[i+2];}
}
function MM_swapImgRestore() { //v3.0
  var i,x,a=document.MM_sr; for(i=0;a&&i<a.length&&(x=a[i])&&x.oSrc;i++) x.src=x.oSrc;
}function MM_preloadImages() { //v3.0
 var d=document; if(d.images){ if(!d.MM_p) d.MM_p=new Array();
   var i,j=d.MM_p.length,a=MM_preloadImages.arguments; for(i=0; i<a.length; i++)
   if (a[i].indexOf(""#"")!=0){ d.MM_p[j]=new Image; d.MM_p[j++].src=a[i];}}
}//-->
Â 
Â 
To UNSUBSCRIBE 
  simply REPLY to this email with REMOVE 
  in the SUBJECT LINE
";False
premium adult content looking for high quality adult content at the right price ? then check out xxx by scarlett - 15 image cd 's and 3 video clip cd 's * hardcore * softcore * asian hardcore * transsexual hardcore * english roses ( 18-21 yrs ) * extreme euro hardcore * gay * amateur check out our quality , the amazing prices and with new content coming out every month you ' ll easily see why xxx by scarlett is the number one adult content provider . thank you for your time . scarlett;False
25 mg trick how to save on your medlcations over 7 unassertive 0 % . pharmsh apiarist op - successfull and proven way to sav orangutan e your mon intangibility ey . decussate v a perceptible g a barbarity l l chopsticks u stannic l exploitation rac peafowl l shepherd isva kalmyk l retortion m andmanyother . bes undone t prlces . wo peahen rldwide shlpplng . easy revisory order form . total confidentia wattless iity . 250 , 000 satisfied custom coquette ers . order today and birchen save !;False
"Help wanted.  We are a 14 year old fortune 500 company, that is
growing at a tremendous rate.  We are looking for individuals who
want to work from home.This is an opportunity to make an excellent income.  No experience
is required.  We will train you.So if you are looking to be employed from home with a career that has
vast opportunities, then go:http://www.basetel.com/wealthnowWe are looking for energetic and self motivated people.  If that is you
than click on the link and fill out the form, and one of our
employement specialist will contact you.To be removed from our link simple go to:http://www.basetel.com/remove.html
4139vOLW7-758DoDY1425FRhM1-764SMFc8513fCsLl40";False
important message jaguar are anaerobic is brute ofclose stroboscopic your bookstore is aliphatic and libation depressant in chlordane is cheryl of roadster benefit your petrology is prolong are asheville are you a qualified professional but simply lack the requested credentials after your name ? you know you deserve a better salary , more prestige but lack the degree qualifications even though you have the life ' s knowledge and the abilities requested in today ' s world ? tired of being turned down because you do not have a college background ? we can help you today . alternative educational backgrounds based upon your employment experiences and the ability . our program is designed to further your career , income and provide for both you and your loved ones ! call now and one of our representatives will assist you and the loved ones , which matter to you ! 1 - 501 - 632 - 2606 bugging is impractical of prepare in divestiture kaleidoscope in western if barycentric areaspirate ramo of benefice and desuetude in society warmish are adjoint of indigestible in chateau;False
"BUY 2 ADULT DVDs AT REGULAR PRICE AND GET A THIRD XXX DVD FOR FREE!!VISIT US AT http://www.hotdvds.orgTo be removed from our list, just reply to this email and type REMOVE in the subject line 6js7M_5WNea5xu3M_D7K7Oouz
";False
gino , who do u want to win ? the secret on how porn stars grew big dicks ! the answer is here . turn off notifications here . wv international exports ltd st . nathaniel # 4780 belize city , belize;False
unbelievable new homes for the usa ! it ' s a beautiful day today homeowner you have been pre - approved for a $ 431 , 221 home loan at a 3 . 29 fixed rate . this offer is being extended to you unconditionally and your credit is in no way a factor . to take advantage of this limited time opportunity all we ask is that you visit our website and complete the 1 minute post approval form have a good day , shemika kelly;False
discover the new winning sexual erection pills ! prescriptions for female sexual disfunction i exist as i am , that is enough . the covers of this book are too far apart . a person ' s a person , no matter how small . a young man is embarrassed to question an older one .;False
empty;False
free portable dvd player offer valid only to residents of the united states who are at least 18 years old . you need to complete our offer eligibility requirements to qualify for your free gift . trademarks , service marks , logos , and / or domain names are the property of their respective owners , who have no association with or make any endorsement of the products or services provided by lookdog . com . to unsubscribe from future lookdog . com promotions and offers please submit an online request using the link below . you may also send a written request to : 3250 w . big beaver road , suite 144 , troy , mi , 48084 . click here to unsubscribe . please refer all questions , opinions or additional feedback to : service dept 9420 reseda blvd # 133 northridge , ca 91324;False
urgent mr . johnson obipacific bank plc , 9 th floor , ikoyi estatevictoria island , lagos . i am mr . johnson obi , provincial director pacificbank of nigeria , victoria island branch . i haveurgent and very confidential business proposition foryou . on june 6 , 2002 , an american oil consultant / contractorwith the nigeria mining corporation , mr . michaelcreek made a numbered time ( fixed ) deposit fortwelve calendar months , valued at us $ 20 , 200 , 000 . 00 ( twenty million two hundred thousand dollars ) in mybranch . uponmaturity , i sent a routine notification to hisforwarding address but got no reply . after a month , we sent a reminder and finally we discovered from hiscontract employers , the nigeria miningcorporation that mr . michael creek died from anautomobile accident . on further investigation , i foundout that he died without making a will , and allattempts to trace his next of kin was fruitless . i therefore made further investigation and discoveredthat mr . michael creek did not declare any kin orrelations in all his official documents , including hisbank deposit paperwork in my bank . this sum ofus $ 20 , 200 , 000 . 00 is still sitting in my bank and theinterest is being rolled over with the principal sumat the end of each year . no one will ever comeforward to claim it . according to nigeria law , at the expiration of 5 ( five ) years , the money willrevert to the ownership of the nigeria governmentif nobody applies to claim the fund . consequently , my proposal is that i will like you tostand in as the next of kin to mr . michael creek sothat the fruits of this old man ' s labor will not getinto the hands of some corrupt government officials . this is simple , i will like you to provide immediatelyyour full names and address so that the attorney willprepare the necessary documents and affidavits whichwill put you in place as the next of kin . we shallemploy the service of two attorneys for drafting andnotarization of the will and to obtain the necessarydocuments and letter of probate / administration in yourfavor for the transfer . a bank account in any part ofthe world which you will provide will then facilitatethe transfer of this money to you as thebeneficiary / next of kin . the money will be paid intoyour account for us to share in the ratio of 60 % forme and 40 % for you . there is no risk at all as all the paperwork for thistransaction will be done by the attorney and myposition as the branch manager guarantees thesuccessful execution of this transaction . if you areinterested , please reply immediately via the privateemail address below . . upon your response , i shall thenprovide you with more details and relevant documentsthat will help you understand the transaction . please observe utmost confidentiality , and restassured that this transaction would be most profitablefor both of us because i shall require your assistanceto invest my share in your country . sincerelyjohnson obi - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - encuentra tu casa r?pida y c?modamente . miles de viviendas te est?n esperando en http : / / www . portae . com;False
"refinancing has never been so easy to remove your address and receive no future free insider software = sales , specials , or business opportunities from the net-advertiser = simply type "" remove "" in the subject . cross county funding puts dollars in your pocket for the past several years , cross country has been helping homeowners = like yourself save thousands of dollars a year on mortgage obligations . refinancing has never been so easy ! just reply by email and a member of = our professionally trained and courteous staff will contact you . . . free = of charge ! ! that 's right ! ! we ' ll even pay for the call . think you not eligible ? . . . think again . . . ! cross county 's accu-trak = qualifying programs cut through the red - tape and hassle commonly = associated refinancing . we ' re sure one of our programs is right for = you . ! - get cash now for home improvements . - consolidate your high interest credit card bills into 1 easy monthly = payment - 1st or 2nd mortgage financing is just a phone call away ! we specialize in mortgage refinancing and home equity loan arrangements . = no credit ? bad credit ? we ' ve got programs designed especially to get = cash to you ! the call is free . . . and there 's no obligation ! reply now = to this posting and start saving today ! ! ! disclaimer : cross county funding is not empowered to issue a mortgage commitment . we = are registered mortgage brokers with the ny state banking dept . all = loans are arranged through third part providers . please fill out the form below and e-mail to mortgage @ netsvoice . com to = start saving today ! name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ phone # _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ current interest rate _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ approx . home value _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ mortgage balance _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ mortgage type ( eg . fixed , adjustable , or balloon ) _ _ _ _ _ _ _ _ _ look forward to your reply . email to mortgage @ netsvoice . com sincerely , marnie siegel for information on advertising with the net-advertiser , and details on a = free ad in the net-advertiser email us at information @ netsvoice . com contact us by telephone , monday - saturday ( 9am - 9pm edt ) at = 717-735 - 4808 . to subscribe to net advertiser 's free weekly publication please send an = e - mail message to information @ netsvoice . com";False
your in - home source of health information regain your confidence viagra online life grants nothing to us mortals without hard work . there is nothing to suggest that mothering cannot be shared by several people . an honest tale speeds best , being plainly told . i told you i was sick .;False
"Digital Publishing Tools - Free Software Alert!
Publish Like a Professional with Digital Publishing ToolsEasily Create Professional:
eBooks
eBrochures
eCatalogs
Resumes
Newsletters
Presentations
Magazines
Photo Albums
Invitations
Much, much more
Save MONEY! - Save TreesSave on Printing, Postage and Advertising CostsDIGITAL PUBLISHING TOOLS
DOWNLOAD NEW FREE Version NOW!
*Limited Time Offer
Choose from these
Display Styles:
3D Page Turn
Slide Show
Sweep/Wipe
Embed hyperlinks and Link to anywhere Online, such as your Website, Order Page or Contact Form.
Distribute via Floppy, CD-ROM, E-Mail or Online.Take your Marketing to the Next Level!For More Info, Samples or a FREE Download, click the appropriate link to the right! Â 
Server demand is extremely high for this limited time Free Software offer. Â 
Please try these links periodically if a site seems slow or unreachable.
WEBSITE 1
WEBSITE 2
WEBSITE 3If you wish to be removed from our mailing list, please cick the Unsubscribe button
 Â 
Copyright Â© 2002 - Affiliate ID #1269
*FREE Version is FULLY FUNCTIONAL with NO EXPIRATION and has a 4 page (2 page spread) limit.
";False
hi again are story people though ride ball . often your phrase thing thing , lot . or brought our my town know . since differ chair , been rock fit . so , could made , some . green bird hour over . boy for for . place want thought figure . before let his both . - - phone : 192 - 867 - 2238 mobile : 913 - 443 - 1405 email : malignantdecca @ netins . net;False
re : hi . . . y - 0 - u - n - g s . e . x . y girls for you : ) exclusive h @ rd content : ) ) ) portal : use this link to : http : / / obill . biz / 460 / lg / welcome now : ) ) );False
"
Are you in debt for $4,000 or more?Are you tired of being overwhelmed by your bills?Feeling as if is there nothing you can do about it?Do you have too many credit cards?We can help you get out of debt without another loan!
We make Debt a thing of the Past!
We offer hope and help to put you back on track with your finances!
We are here to help!You don't have to be a homeowner!
Your past credit history does not matter!
You have nothing to lose and everything to gain! For a FREE Consultation   Please provide the following information. Full Name: 
 Address: 
 City: 
 State: 
 Zip Code: 
 Home Phone:
 Work Phone: 
 Best Time to Call: 
 E-Mail Address: 
 Estimated Debt Size:  (All information is kept securely and never
  provided to any third party sources)To no longer receive this message reply with the word - remove - in the e-mail subject line.
";False
